drug,l2s2_n_total,l2s2_n_signatures,l2s2_n_significant,l2s2_n_significant_mimic,l2s2_n_significant_general,l2s2_signatures,l2s2_mimic_signatures,l2s2_general_signatures,l2s2_n_sig_pval,l2s2_min_pvalue,l2s2_min_adj_pvalue,l2s2_min_pvalue_general,l2s2_min_adj_pvalue_general,l2s2_min_pvalue_up,l2s2_min_adj_pvalue_up,l2s2_mean_neglog10p,l2s2_max_neglog10p,l2s2_mean_odds_ratio,l2s2_max_odds_ratio,l2s2_direction,l2s2_retrieval_sort,l1k_n_total,l1k_n_signatures,l1k_signatures,l1k_mean_score,l1k_max_score,l1k_false_rescue,n_engines,n_total_signatures,regulatory_status,approved_jurisdiction,mechanism,target_axis,candidate_tier,lincs_eligible,lookup_source,mechanism_flag,firewall_status,firewall_reason,lincs_drug,signature_has_nominal_genes
amrinone,1,1,0,0,0,,,,0,1.0000000000000224,1.0,0.9999999888771496,1.0,0.0305996507398727,0.5174872183840794,-0.0,-0.0,0.142,0.142,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,amrinone,True
anagrelide,7,4,0,0,0,,,,0,1.0,1.0,0.999954228532196,1.0,0.0076310216739631,0.1424076516595889,-0.0,-0.0,0.049,0.291,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,anagrelide,True
anastrozole,1,1,0,0,0,,,,0,0.9999999999998078,1.0,0.9999999935619552,1.0,0.030250054631156,0.4971541310606035,0.0,0.0,0.071,0.071,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,anastrozole,True
anidulafungin,1,1,0,0,0,,,,0,0.9999999999999464,1.0,0.9999999924457638,1.0,0.0148490459839026,0.2620267381293468,0.0,0.0,0.022,0.022,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,anidulafungin,False
ap 26113,1,1,0,0,0,,,,0,1.0000000000001366,1.0,0.9998700884434122,1.0,0.0303973734857942,0.4957283825652637,-0.0,-0.0,0.31,0.31,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ap 26113,False
aprepitant,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,aprepitant,False
aripiprazole,3,3,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,aripiprazole,True
armodafinil,3,2,0,0,0,,,,0,0.9999999999997392,1.0,0.999999987920404,1.0,0.007140466550296,0.298219481005509,0.0,0.0,0.042,0.127,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,armodafinil,True
arn 509,1,1,0,0,0,,,,0,1.0000000000002225,1.0,0.9999999587532344,1.0,0.0301438793862205,0.5320879156518642,-0.0,-0.0,0.149,0.149,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,arn 509,True
aspirin,2,1,0,0,0,,,,0,1.0,1.0,0.9996574233189188,1.0,0.0303322741874767,0.4957283825652637,-0.0,-0.0,0.167,0.334,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,aspirin,False
atomoxetine,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,atomoxetine,True
atovaquone,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,atovaquone,False
avanafil,1,1,0,0,0,,,,0,1.0000000000009794,1.0,0.9999990400342372,1.0,0.0151877548183456,0.3985000417927636,-0.0,-0.0,0.25,0.25,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,avanafil,False
axitinib,4,2,0,1,0,,GSE22206_fibro_case_v_control,,0,0.9999999999979392,1.0,1.0000000098909467,1.0,0.0002236390528229,0.0101919135481346,0.0,0.0,0.041,0.121,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,axitinib,True
azacitidine,4,3,0,0,0,,,,0,0.999999999999429,1.0,0.999999969860358,1.0,0.0076294014544642,0.3220767539252558,0.0,0.0,0.07,0.128,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,azacitidine,True
azathioprine,3,2,0,0,0,,,,0,0.9999999999991978,1.0,1.0000000066280432,1.0,0.0037839837180732,0.0874030505375287,-0.0,0.0,0.049,0.129,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,azathioprine,True
azelastine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,azelastine,True
balsalazide,2,2,0,0,0,,,,0,0.999999999999976,1.0,0.9999999960196888,1.0,0.0008737377439902,0.0961003875620147,0.0,0.0,0.051,0.103,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,balsalazide,True
benazepril,6,3,0,0,0,,,,0,1.000000000000162,1.0,0.9809775370271484,1.0,0.0075325547662605,0.1424076516595889,-0.0,-0.0,0.136,0.534,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,benazepril,True
bendroflumethiazide,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,0.0306354599957125,0.4783980818633037,-0.0,-0.0,0.006,0.011,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bendroflumethiazide,False
benzylpenicillin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,benzylpenicillin,False
betrixaban,3,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,betrixaban,True
bicalutamide,2,1,0,0,0,,,,0,1.00000000000071,1.0,0.9999999621422336,1.0,0.0074345374972223,0.3220767539252558,-0.0,-0.0,0.097,0.133,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bicalutamide,True
bimatoprost,2,2,0,0,0,,,,0,1.0,1.0,0.9999999415834434,1.0,0.0303481641103709,0.5174872183840794,-0.0,-0.0,0.099,0.197,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bimatoprost,True
biperiden,2,2,0,0,0,,,,0,0.9999999999998086,1.0,0.999968121992305,1.0,0.0304887572613676,0.6189753487724887,0.0,0.0,0.141,0.281,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,biperiden,True
bisoprolol,3,2,0,0,0,,,,0,1.0,1.0,0.9998795221517748,1.0,0.030402000671871,0.4957283825652637,-0.0,-0.0,0.103,0.308,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bisoprolol,True
bosentan,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bosentan,True
brexpiprazole,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,brexpiprazole,False
bromocriptine,1,1,0,0,0,,,,0,1.0000000000000049,1.0,0.9999949175502172,1.0,0.0305563444492607,0.4957283825652637,-0.0,-0.0,0.251,0.251,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bromocriptine,False
bupivacaine,2,1,0,0,0,,,,0,1.0000000000001248,1.0,0.9999999569160272,1.0,0.0302370908314255,0.4971541310606035,-0.0,-0.0,0.104,0.137,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,bupivacaine,True
buspirone,1,1,0,0,0,,,,0,1.0000000000006226,1.0,0.9999999959440646,1.0,0.0304287423976421,0.4971541310606035,-0.0,-0.0,0.058,0.058,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,buspirone,True
cabazitaxel,6,2,0,1,0,,GSE22206_fibro_case_v_control,,0,0.9999999999995002,1.0,0.1024330837025167,1.0,2.1687018047964837e-05,0.0017738485106818,0.0,0.0,0.767,2.253,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cabazitaxel,True
cabergoline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cabergoline,True
caffeine,3,2,0,0,0,,,,0,1.0,1.0,0.9999999643671974,1.0,0.0152469897422971,0.393971432020523,-0.0,-0.0,0.041,0.08,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,caffeine,True
calcipotriol,1,1,0,0,0,,,,0,1.0000000000009743,1.0,1.0000000084269,1.0,0.0075553680142326,0.2080097649992232,-0.0,-0.0,0.012,0.012,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,calcipotriol,False
canagliflozin,2,2,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,canagliflozin,True
capsaicin,4,2,0,0,0,,,,0,0.9999999999999228,1.0,0.9999999990366611,1.0,0.0018292645495469,0.0601157311249586,0.0,0.0,0.012,0.017,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,capsaicin,False
carbamazepine,5,2,0,1,0,,GSE22206_fibro_case_v_control,,0,0.9999999999994208,1.0,0.9527491248094304,1.0,2.9809840191258857e-06,0.0002805230169664,0.0,0.0,0.213,0.638,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,carbamazepine,True
carfilzomib,1,1,0,0,0,,,,0,1.0000000000001783,1.0,0.9981913280747046,1.0,0.0301889447943434,0.4957283825652637,-0.0,-0.0,0.387,0.387,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,carfilzomib,False
carisoprodol,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,carisoprodol,False
cefaclor,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefaclor,False
cefazolin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefazolin,False
cefoperazone,2,2,0,0,0,,,,0,0.9999999999998086,1.0,0.9999999875157148,1.0,0.0304887572613676,0.5174872183840794,0.0,0.0,0.083,0.166,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cefoperazone,True
celecoxib,2,1,0,0,0,,,,0,0.9999999999994864,1.0,0.9999999968182378,1.0,0.0075344523628208,0.2080097649992232,0.0,0.0,0.011,0.013,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,celecoxib,False
chlormezanone,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chlormezanone,False
chloroxine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chloroxine,False
chlortalidone,3,2,0,0,0,,,,0,0.9999999999995258,1.0,0.6498477389930615,1.0,0.0073062837666321,0.2954509069526003,0.0,0.0,0.468,0.979,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chlortalidone,True
chlortetracycline,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,chlortetracycline,True
cholic acid,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cholic acid,True
cinacalcet,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cinacalcet,False
ciprofloxacin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,ciprofloxacin,False
citalopram,3,3,0,0,0,,,,0,1.0,1.0,0.9999999655077758,1.0,0.0151543944420308,0.2620267381293468,-0.0,-0.0,0.038,0.1,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,citalopram,True
cladribine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cladribine,True
clindamycin,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clindamycin,False
clioquinol,1,1,0,0,0,,,,0,0.9999999999997712,1.0,0.9996125420777004,1.0,0.0074143622530709,0.3105094554827977,0.0,0.0,0.38,0.38,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clioquinol,False
clofazimine,2,2,0,0,0,,,,0,0.9999999999998336,1.0,0.9994676167856013,1.0,0.0302987532345206,0.4957283825652637,0.0,0.0,0.173,0.346,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clofazimine,True
clonazepam,2,2,0,0,0,,,,0,1.0,1.0,0.999999996203768,1.0,0.0305033081968281,0.4783980818633037,-0.0,-0.0,0.007,0.013,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clonazepam,True
clonidine,3,1,0,0,0,,,,0,0.9999999999997342,1.0,0.9999999648536588,1.0,0.0151690420290748,0.393971432020523,0.0,0.0,0.097,0.157,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clonidine,True
clopidogrel,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clopidogrel,False
clozapine,5,3,0,1,0,,GSE22206_fibro_case_v_control,,0,1.0000000000003595,1.0,0.9999997647543246,1.0,5.194732384813954e-05,0.0032734895533729,-0.0,-0.0,0.097,0.235,MIMIC,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,clozapine,True
cobicistat,3,2,0,0,0,,,,0,1.0,1.0,0.9999901647415992,1.0,0.0142470218514482,0.393971432020523,-0.0,-0.0,0.137,0.254,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,cobicistat,True
copanlisib,2,1,0,0,0,,,,0,1.0000000000000393,1.0,0.9999303507909656,1.0,0.0033560872797097,0.253831427890671,-0.0,-0.0,0.254,0.347,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,copanlisib,True
cyclophosphamide,1,1,0,0,0,,,,0,0.9999999999995522,1.0,0.9999999603542448,1.0,0.0305469817723742,0.5320879156518642,0.0,0.0,0.094,0.094,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,cytotoxic_cancer,REJECT,not_matched_to_candidate_or_axis; cytotoxic_or_cancer_mechanism; no_significant_fdr_lincs_signal,cyclophosphamide,True
dacarbazine,2,2,0,0,0,,,,0,0.9999999999997968,1.0,0.9993456325376376,1.0,0.0149740301498997,0.3985000417927636,0.0,0.0,0.188,0.375,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dacarbazine,True
dalfampridine,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dalfampridine,True
dantrolene,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dantrolene,True
daprodustat,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,daprodustat,False
dapsone,1,1,0,0,0,,,,0,1.000000000000497,1.0,0.9999999555197392,1.0,0.0303635131715533,0.5174872183840794,-0.0,-0.0,0.194,0.194,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,dapsone,True
darunavir,2,1,0,0,0,,,,0,0.9999999999998996,1.0,0.999602995613577,1.0,0.0303213661422564,0.4957283825652637,0.0,0.0,0.169,0.338,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,darunavir,False
deferasirox,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,deferasirox,False
delivert,1,1,0,0,0,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,0.0,0.0,NOT_SIGNIFICANT,"pvalue_up (mimic-sorted, default)",0,0,,,,False,0,0,UNKNOWN,,,,,False,none,mechanism_ok,REJECT,not_matched_to_candidate_or_axis; no_significant_fdr_lincs_signal,delivert,False
